well_id,wellbore_id,field_name,sector,platform,slot,well_name,elevation_m,ground_elevation_m,elev_ref,sea_bed_m,sea_bed_ref,current_status,original_status,previous_status,status_date,spud_date,operator,local_location,projection,surface_x,surface_y,latitude,longitude,drillers_td_m,drillers_tvs_m,logger_tvd_m,hole_direction,formation_at_td,target_formation,bottom_x,bottom_y,rig_name,contractor,bore_type,well_objective,surface_lat,surface_lon,bottom_lat,bottom_lon
W-1597,WB-1597,Lulu,Offshore-East,PAD-60,12,Lulu-12,27.8,2.3,GL,26.3,MSL,Drilling,Planned,Producing,2026-05-07,2019-06-16,BP,Block 38/2,EPSG:32641,35528.4,20940.67,23.644964,49.838614,5728,5677,5058,Deviated,Mishrif,Shuaiba,35521.67,20985.61,Noble-3,Borr Drilling,Development,Gas Producer,23.637555,49.839714,23.66488,49.82592
W-1598,WB-1598,Jade,Offshore-North,PAD-79,24,Jade-24,42.3,18.1,KB,113.6,MSL,Drilling,Planned,Producing,2013-01-16,2002-09-22,QatarEnergy,Block 86/31,EPSG:32640,68251.17,1177.99,22.476516,52.421298,4483,4255,4150,Vertical,Arab-D,Mauddud,67780.52,70.19,Noble-1,ADES,Exploration,Appraisal,22.483375,52.416167,22.473756,52.405948
W-1599,WB-1599,Delta,Offshore-East,FPSO-50,22,Delta-22,39.5,10.8,KB,110.6,MSL,Testing,Drilling,Shut-in,2024-01-25,2013-10-23,QatarEnergy,Block 66/8,EPSG:32640,66223.22,99742.29,22.513949,50.977386,4720,3314,3230,Vertical,Arab-D,Khuff,65448.94,98887.5,Shelf-2,ADES,Exploration,Appraisal,22.518887,50.96843,22.522999,50.990922
W-1600,WB-1600,Eagle,Offshore-North,PLAT-76,36,Eagle-36,52.9,-2.9,KB,25.6,MSL,Testing,Completed,Producing,2018-10-07,2014-04-05,BP,Block 57/14,EPSG:32641,71532.23,28107.39,27.365145,53.293338,4471,3218,2938,Deviated,Thamama,Nahr Umr,71227.74,28576.07,Noble-4,Nabors,Exploration,Water Injector,27.359176,53.302122,27.372881,53.304402
W-1601,WB-1601,Eagle,Offshore-West,PAD-63,1,Eagle-01,31.8,14.8,DF,3.7,MSL,Testing,Drilling,Suspended,2022-11-29,2015-08-23,Chevron,Block 95/6,EPSG:32640,26814.32,66801.95,23.151204,49.129788,1826,1589,1760,Vertical,Khuff,Mishrif,25371.84,66457.07,Ensco-101,Shelf Drilling,Exploration,Oil Producer,23.14803,49.123522,23.139383,49.122878
W-1602,WB-1602,Falcon,Onshore,FPSO-83,25,Falcon-25,37.1,12.2,GL,0.0,,Completed,Completed,Shut-in,2013-11-15,2004-10-08,TotalEnergies,Block 72/3,EPSG:32639,31566.85,17668.23,23.940229,52.567019,1768,1563,1628,Horizontal,Mishrif,Mauddud,32384.34,18677.65,Noble-2,Valaris,Development,Water Injector,23.949561,52.560987,23.922569,52.573347
W-1603,WB-1603,Pearl,Offshore-East,PAD-98,26,Pearl-26,39.1,19.1,KB,95.5,MSL,Producing,Completed,Testing,2014-03-02,2011-06-13,PDO Oman,Block 2/14,EPSG:32640,12525.12,58022.85,23.359938,49.482163,2891,2610,2348,Deviated,Nahr Umr,Mauddud,11537.95,59372.72,Ensco-102,KCA Deutag,Exploration,Appraisal,23.361821,49.481612,23.361778,49.467129
W-1604,WB-1604,Eagle,Offshore-North,PAD-70,33,Eagle-33,54.8,19.4,KB,98.4,MSL,Testing,Planned,Shut-in,1995-09-24,1995-03-06,ENI,Block 86/9,EPSG:32640,65551.0,90403.5,24.129978,50.229145,5921,4532,5373,Vertical,Arab-D,Khuff,64182.71,91320.41,Ensco-103,Noble,Exploration,Gas Producer,24.136001,50.228977,24.13799,50.229427
W-1605,WB-1605,Iris,Offshore-East,PLAT-13,35,Iris-35,12.4,2.1,DF,74.8,MSL,Producing,Planned,Producing,2000-08-23,1998-10-19,Kuwait Oil Company,Block 69/36,EPSG:32639,3979.71,32018.12,22.416543,49.749678,3808,3725,2574,Deviated,Shuaiba,Arab-C,4440.81,31650.76,Noble-2,Nabors,Development,Gas Producer,22.411835,49.740047,22.436473,49.730427
W-1606,WB-1606,Charlie,Offshore-East,PLAT-93,41,Charlie-41,51.5,14.0,DF,86.4,MSL,Producing,Drilling,Testing,2006-02-10,2003-07-26,Kuwait Oil Company,Block 69/6,EPSG:32641,59768.23,67025.4,25.114359,49.462702,3761,3439,3130,Horizontal,Nahr Umr,Shuaiba,60590.04,67891.46,Ensco-105,Borr Drilling,Exploration,Gas Injector,25.10856,49.455661,25.108703,49.458366
W-1607,WB-1607,Pearl,Offshore-West,JKT-83,32,Pearl-32,17.9,-3.4,DF,43.9,MSL,Producing,Planned,Producing,2016-11-18,2011-06-04,ADNOC,Block 46/9,EPSG:32639,86969.59,18790.36,22.405675,54.605688,4007,3769,3366,Deviated,Arab-D,Khuff,87911.08,18344.69,Shelf-1,Noble,Appraisal,Oil Producer,22.411353,54.603251,22.42153,54.588682
W-1608,WB-1608,Mauddud,Offshore-North,JKT-72,24,Mauddud-24,57.9,4.2,KB,6.8,MSL,Completed,Completed,Drilling,2027-11-07,2018-11-20,Chevron,Block 42/7,EPSG:32639,89083.21,62479.54,26.802139,50.285661,5062,4683,3667,Vertical,Nahr Umr,Khuff,89063.74,61480.84,Shelf-2,Shelf Drilling,Exploration,Oil Producer,26.805856,50.289336,26.797416,50.284667
W-1609,WB-1609,Rimal,Onshore,JKT-83,20,Rimal-20,15.0,4.6,DF,0.0,,Completed,Drilling,Abandoned,2016-11-29,2013-12-12,TotalEnergies,Block 19/26,EPSG:32640,44903.78,33645.04,23.402272,55.41699,4730,4132,3757,Deviated,Thamama,Arab-D,44019.88,32245.22,Shelf-5,Valaris,Appraisal,Gas Injector,23.405892,55.411558,23.409848,55.413857
W-1610,WB-1610,Oryx,Onshore,FPSO-57,29,Oryx-29,37.0,-2.3,GL,0.0,,Testing,Planned,Drilling,2016-07-10,2008-10-17,ENI,Block 65/27,EPSG:32639,45930.37,21120.83,25.240071,55.759412,5394,5343,4398,Deviated,Shuaiba,Mauddud,46642.05,20777.98,Ensco-105,Noble,Exploration,Gas Injector,25.241124,55.757872,25.244001,55.757187
W-1611,WB-1611,Mishrif,Offshore-East,FPSO-4,24,Mishrif-24,18.4,12.1,DF,90.8,MSL,Producing,Planned,Abandoned,2030-02-28,2024-07-24,Kuwait Oil Company,Block 70/34,EPSG:32640,7696.92,31318.21,27.280475,52.570084,3668,3077,3552,Horizontal,Mishrif,Khuff,8296.06,32528.89,Noble-6,KCA Deutag,Exploration,Gas Producer,27.281747,52.571231,27.262594,52.551897
W-1612,WB-1612,Jade,Offshore-East,PLAT-39,20,Jade-20,43.0,-0.8,DF,53.8,MSL,Abandoned,Drilling,Shut-in,2007-07-20,1997-07-24,Shell,Block 27/14,EPSG:32639,67076.5,17884.11,25.905264,49.144009,1287,948,905,Deviated,Arab-D,Arab-D,66315.31,17101.07,Ensco-107,ADES,Exploration,Water Injector,25.909978,49.151781,25.8884,49.138474
W-1613,WB-1613,Falcon,Onshore,JKT-24,19,Falcon-19,47.8,6.0,GL,0.0,,Abandoned,Planned,Completed,2008-05-30,2005-10-25,ENI,Block 95/27,EPSG:32639,82125.94,90191.61,25.197747,50.996386,1897,1461,1509,Deviated,Mishrif,Nahr Umr,83336.16,89311.15,Noble-1,Nabors,Appraisal,Gas Injector,25.193147,50.992907,25.178578,51.006645
W-1614,WB-1614,Khuff,Offshore-East,PAD-76,33,Khuff-33,51.6,13.4,DF,102.0,MSL,Abandoned,Planned,Shut-in,2031-01-24,2020-08-13,ENI,Block 72/15,EPSG:32639,24465.51,39718.69,23.946003,54.381858,6314,5882,4146,Vertical,Mishrif,Yamama,23278.62,41128.15,Ensco-100,ADES,Development,Appraisal,23.943058,54.374529,23.940836,54.376615
W-1615,WB-1615,Hail,Offshore-East,FPSO-89,6,Hail-06,57.9,14.4,DF,17.9,MSL,Shut-in,Planned,Drilling,2027-08-17,2021-02-08,Chevron,Block 15/11,EPSG:32640,42130.09,24527.93,23.998011,50.939126,5188,3684,4619,Vertical,Thamama,Mauddud,43578.15,23102.94,Shelf-5,Valaris,Appraisal,Oil Producer,24.005444,50.938911,24.007843,50.947733
W-1616,WB-1616,Bravo,Offshore-South,PLAT-49,48,Bravo-48,51.2,-3.3,GL,7.4,MSL,Producing,Completed,Producing,2024-08-27,2022-12-22,ENI,Block 58/11,EPSG:32639,83883.93,44840.78,26.016922,48.696138,1468,1255,1122,Horizontal,Arab-C,Mishrif,84964.67,45698.13,Shelf-1,Noble,Development,Gas Producer,26.013099,48.701072,26.003832,48.690917
W-1617,WB-1617,Alpha,Onshore,PLAT-58,45,Alpha-45,37.1,18.7,GL,0.0,,Producing,Drilling,Drilling,2033-08-09,2024-11-20,TotalEnergies,Block 43/29,EPSG:32641,87712.05,32053.62,27.964836,52.454279,3841,3426,2648,Horizontal,Yamama,Mishrif,88275.75,31517.73,Shelf-4,ADES,Appraisal,Appraisal,27.965762,52.446476,27.96907,52.451209
W-1618,WB-1618,Shams,Offshore-East,PLAT-41,11,Shams-11,21.5,17.3,KB,41.1,MSL,Producing,Drilling,Producing,2011-06-10,2010-03-11,PDO Oman,Block 70/27,EPSG:32640,24318.0,74441.93,25.971035,54.760967,3076,2439,2381,Deviated,Mauddud,Yamama,25634.25,73054.39,Noble-4,Borr Drilling,Development,Appraisal,25.975088,54.759461,25.962588,54.763523
W-1619,WB-1619,Delta,Onshore,PAD-10,32,Delta-32,40.6,-0.8,KB,0.0,,Testing,Completed,Testing,2023-11-21,2016-09-30,BP,Block 53/16,EPSG:32639,55057.06,97121.99,25.346701,54.367411,4248,3316,3463,Deviated,Shuaiba,Arab-D,55723.99,98375.4,Noble-6,Borr Drilling,Appraisal,Water Injector,25.356699,54.357767,25.358581,54.385438
W-1620,WB-1620,Lulu,Offshore-East,FPSO-96,27,Lulu-27,58.1,-4.5,KB,23.9,MSL,Completed,Completed,Suspended,2008-04-19,2003-07-21,Shell,Block 28/32,EPSG:32641,19249.32,43803.37,26.383903,49.400985,1623,1585,1439,Horizontal,Arab-D,Arab-D,18320.69,42722.3,Shelf-4,Nabors,Exploration,Appraisal,26.382609,49.391656,26.395839,49.385339
W-1621,WB-1621,Rimal,Offshore-West,PLAT-51,34,Rimal-34,50.1,9.6,KB,79.6,MSL,Testing,Planned,Producing,2013-03-21,2005-05-05,Kuwait Oil Company,Block 83/1,EPSG:32640,10187.88,86103.34,24.791234,53.382117,5593,4549,4101,Vertical,Thamama,Nahr Umr,10014.35,86258.68,Ensco-104,Valaris,Development,Gas Producer,24.789796,53.381776,24.802251,53.363434
W-1622,WB-1622,Delta,Offshore-East,FPSO-89,13,Delta-13,55.6,-2.7,DF,113.1,MSL,Testing,Planned,Testing,2005-11-15,1995-06-29,Kuwait Oil Company,Block 10/31,EPSG:32641,91112.05,56586.31,22.360854,49.764034,2180,2053,1751,Horizontal,Mauddud,Mishrif,89826.56,55908.47,Shelf-4,Noble,Exploration,Water Injector,22.367706,49.759998,22.361847,49.768352
W-1623,WB-1623,Shams,Onshore,FPSO-61,44,Shams-44,32.2,13.7,KB,0.0,,Suspended,Drilling,Drilling,2019-02-17,2012-05-01,BP,Block 67/22,EPSG:32641,82050.75,15723.57,25.373781,49.74566,5108,4775,3586,Vertical,Mauddud,Thamama,81719.72,14419.15,Ensco-100,KCA Deutag,Development,Appraisal,25.379891,49.752562,25.365164,49.763624
W-1624,WB-1624,Qamar,Onshore,FPSO-62,18,Qamar-18,30.9,5.5,GL,0.0,,Shut-in,Completed,Drilling,2005-01-11,2002-07-14,QatarEnergy,Block 42/22,EPSG:32639,76003.49,69062.27,27.745752,54.992574,3548,3342,2657,Deviated,Mishrif,Arab-D,76728.3,67712.04,Shelf-5,KCA Deutag,Development,Gas Producer,27.750374,54.994617,27.75813,55.012163
W-1625,WB-1625,Khuff,Offshore-West,PLAT-81,48,Khuff-48,31.6,19.0,DF,3.8,MSL,Abandoned,Drilling,Testing,2018-05-25,2009-01-04,QatarEnergy,Block 14/12,EPSG:32641,4876.63,51343.45,23.051818,49.997352,2003,1745,1360,Vertical,Thamama,Khuff,4535.96,50190.12,Noble-4,KCA Deutag,Development,Gas Injector,23.051083,49.996431,23.039262,49.996719
W-1626,WB-1626,Hail,Offshore-West,JKT-46,17,Hail-17,22.2,17.7,KB,55.4,MSL,Testing,Planned,Drilling,2016-01-23,2006-10-04,ENI,Block 33/21,EPSG:32639,84372.88,65060.65,26.140029,50.105979,1698,1194,1560,Vertical,Mauddud,Thamama,83863.76,63774.75,Noble-7,Nabors,Exploration,Appraisal,26.136508,50.104138,26.131619,50.104702
W-1627,WB-1627,Hail,Onshore,PAD-77,26,Hail-26,45.6,5.3,GL,0.0,,Testing,Completed,Suspended,2015-02-15,2007-08-27,Chevron,Block 6/28,EPSG:32641,43804.41,88968.74,23.205602,48.005227,4376,3789,3714,Horizontal,Mishrif,Mauddud,44090.48,89750.41,Shelf-4,Borr Drilling,Appraisal,Gas Producer,23.207777,48.005172,23.19296,48.011026
W-1628,WB-1628,Iris,Onshore,FPSO-90,7,Iris-07,46.6,17.3,DF,0.0,,Shut-in,Completed,Testing,2026-12-16,2021-06-25,BP,Block 84/6,EPSG:32640,34239.51,44043.46,25.214966,54.965352,4746,4477,4318,Deviated,Yamama,Arab-D,35356.12,44000.16,Noble-3,Valaris,Exploration,Appraisal,25.22249,54.956161,25.221934,54.967577
W-1629,WB-1629,Oryx,Offshore-North,PAD-58,2,Oryx-02,17.7,0.8,DF,31.9,MSL,Abandoned,Planned,Producing,2024-08-11,2016-10-16,Kuwait Oil Company,Block 91/19,EPSG:32639,54647.64,90117.76,22.580059,54.340759,6443,5469,6025,Horizontal,Arab-C,Mishrif,53290.39,89646.44,Noble-5,KCA Deutag,Exploration,Gas Producer,22.587735,54.348615,22.587508,54.346123
W-1630,WB-1630,Iris,Onshore,FPSO-8,27,Iris-27,19.3,10.1,GL,0.0,,Drilling,Planned,Shut-in,2027-02-13,2016-10-31,Kuwait Oil Company,Block 56/21,EPSG:32640,9135.32,75066.9,24.702226,53.018631,1465,1237,1393,Vertical,Arab-D,Yamama,8791.73,74822.01,Noble-4,KCA Deutag,Appraisal,Water Injector,24.694396,53.028597,24.708326,53.033591
W-1631,WB-1631,Iris,Offshore-North,JKT-98,36,Iris-36,49.5,4.2,DF,7.8,MSL,Producing,Completed,Drilling,2024-11-05,2023-01-19,QatarEnergy,Block 89/18,EPSG:32639,75664.65,48860.49,26.53698,54.002126,6136,5507,5661,Deviated,Khuff,Mishrif,74639.37,50147.33,Ensco-107,ADES,Appraisal,Oil Producer,26.535547,53.995756,26.533604,54.011978
W-1632,WB-1632,Delta,Offshore-West,PAD-85,5,Delta-05,46.7,12.5,DF,92.3,MSL,Completed,Drilling,Producing,2005-12-03,2001-03-13,Chevron,Block 37/7,EPSG:32640,58243.51,60322.21,24.085429,49.216389,2388,2256,2325,Deviated,Mauddud,Shuaiba,58829.57,61554.47,Shelf-5,Borr Drilling,Development,Oil Producer,24.084723,49.208797,24.069436,49.216264
W-1633,WB-1633,Ghazal,Offshore-East,PLAT-41,20,Ghazal-20,43.0,10.6,GL,38.3,MSL,Suspended,Drilling,Testing,2008-05-10,2006-10-19,Saudi Aramco,Block 88/4,EPSG:32641,18659.01,32558.11,25.98947,51.666589,6349,5941,4899,Vertical,Thamama,Arab-D,17476.18,33205.14,GulfDrill-7,Nabors,Exploration,Oil Producer,25.999022,51.659461,26.005917,51.665064
W-1634,WB-1634,Ghazal,Offshore-South,PAD-41,40,Ghazal-40,45.7,18.3,DF,64.7,MSL,Completed,Completed,Completed,2006-01-19,2003-12-19,QatarEnergy,Block 5/12,EPSG:32639,18823.22,98359.73,26.7727,50.809755,4130,3276,3921,Deviated,Thamama,Thamama,19317.64,99513.78,Ensco-106,Borr Drilling,Development,Gas Injector,26.77626,50.812976,26.773009,50.815339
W-1635,WB-1635,Shams,Offshore-North,FPSO-73,23,Shams-23,49.9,12.6,KB,70.7,MSL,Producing,Completed,Abandoned,2005-04-25,2002-08-30,Chevron,Block 33/6,EPSG:32639,18424.87,66735.12,27.563067,48.750212,2700,2086,2415,Horizontal,Yamama,Shuaiba,17783.41,66194.06,Shelf-5,KCA Deutag,Exploration,Appraisal,27.561212,48.753441,27.559346,48.74844
W-1636,WB-1636,Hail,Offshore-South,FPSO-36,42,Hail-42,49.9,9.9,GL,78.2,MSL,Producing,Planned,Suspended,2033-06-19,2023-10-13,Shell,Block 55/12,EPSG:32641,5700.24,4384.69,23.407852,51.889044,1410,1094,1188,Horizontal,Shuaiba,Mishrif,4796.99,4028.02,Ensco-106,Valaris,Exploration,Water Injector,23.398373,51.896002,23.411405,51.887355
W-1637,WB-1637,Pearl,Offshore-West,FPSO-31,17,Pearl-17,50.6,14.4,KB,21.5,MSL,Drilling,Drilling,Producing,2014-07-10,2009-03-03,ENI,Block 49/28,EPSG:32641,58779.84,32662.19,24.395895,55.365917,3482,2537,2349,Deviated,Khuff,Yamama,60088.9,33003.33,Ensco-106,Nabors,Appraisal,Water Injector,24.397203,55.370954,24.383607,55.346569
W-1638,WB-1638,Falcon,Offshore-South,FPSO-94,36,Falcon-36,14.4,9.3,KB,47.7,MSL,Completed,Completed,Shut-in,2021-03-13,2016-11-03,BP,Block 44/2,EPSG:32640,84034.82,62331.44,22.914496,48.320473,2873,2189,2257,Deviated,Shuaiba,Mauddud,82590.39,62702.32,Noble-1,Borr Drilling,Appraisal,Gas Producer,22.906418,48.319467,22.899798,48.307436
W-1639,WB-1639,Qamar,Offshore-West,JKT-78,18,Qamar-18,20.2,12.5,DF,14.9,MSL,Producing,Completed,Testing,2013-10-20,2004-04-15,Kuwait Oil Company,Block 73/28,EPSG:32641,1749.82,5633.33,27.954901,50.331687,1676,1647,1550,Deviated,Mishrif,Mauddud,1563.15,5578.43,Noble-7,Shelf Drilling,Development,Oil Producer,27.96159,50.333944,27.951122,50.331228
W-1640,WB-1640,Oryx,Offshore-East,JKT-6,17,Oryx-17,44.0,17.8,DF,16.7,MSL,Shut-in,Completed,Completed,2009-06-16,2008-01-03,ADNOC,Block 5/22,EPSG:32640,4900.46,2388.42,27.562006,49.660327,1281,1246,1118,Vertical,Yamama,Yamama,3465.34,2090.39,Ensco-107,Valaris,Appraisal,Water Injector,27.567056,49.664093,27.551095,49.673233
W-1641,WB-1641,Shams,Offshore-East,PAD-67,28,Shams-28,26.6,17.0,DF,22.0,MSL,Completed,Completed,Completed,2025-11-28,2020-10-22,Chevron,Block 34/30,EPSG:32639,57277.03,45002.42,25.239743,49.905173,4415,4395,3623,Deviated,Arab-D,Nahr Umr,57227.81,46460.96,Borr-Prospector,Nabors,Development,Oil Producer,25.238953,49.905428,25.229515,49.896322
W-1642,WB-1642,Mauddud,Offshore-West,PLAT-11,17,Mauddud-17,31.3,4.2,GL,94.2,MSL,Producing,Planned,Producing,2016-08-15,2011-08-19,Kuwait Oil Company,Block 68/17,EPSG:32641,81949.57,33269.02,27.0522,55.267476,1759,1681,1229,Deviated,Arab-D,Mauddud,81952.71,34232.39,Ensco-105,ADES,Appraisal,Gas Injector,27.050784,55.266989,27.0679,55.268382
W-1643,WB-1643,Mauddud,Offshore-South,PLAT-84,22,Mauddud-22,44.6,7.5,KB,84.9,MSL,Abandoned,Completed,Completed,2019-11-17,2013-09-26,ADNOC,Block 88/7,EPSG:32640,32673.89,43829.86,25.125748,51.744552,1298,1200,987,Deviated,Mishrif,Mishrif,32138.88,43634.8,Shelf-4,KCA Deutag,Development,Gas Producer,25.133695,51.747454,25.126978,51.73835
W-1644,WB-1644,Ghazal,Offshore-South,FPSO-48,40,Ghazal-40,29.4,-1.0,GL,62.8,MSL,Suspended,Completed,Completed,2008-10-11,2003-11-06,ADNOC,Block 36/21,EPSG:32639,34961.44,26269.33,25.741514,51.730395,2646,2597,1889,Horizontal,Mauddud,Thamama,33857.93,26951.21,Ensco-106,Nabors,Development,Appraisal,25.737283,51.731544,25.740853,51.714587
W-1645,WB-1645,Hail,Offshore-East,JKT-40,3,Hail-03,13.3,11.1,KB,101.9,MSL,Suspended,Completed,Drilling,2006-12-22,1997-09-02,QatarEnergy,Block 72/28,EPSG:32639,59634.65,16471.77,22.534747,54.084605,5749,4057,5519,Deviated,Yamama,Arab-C,59263.81,15780.46,Ensco-103,Nabors,Appraisal,Oil Producer,22.529727,54.087484,22.542326,54.102937
W-1646,WB-1646,Jade,Onshore,FPSO-43,4,Jade-04,58.9,3.1,GL,0.0,,Suspended,Planned,Completed,2020-07-09,2010-10-31,TotalEnergies,Block 55/12,EPSG:32640,27421.29,68914.34,26.531623,49.235938,1874,1746,1515,Deviated,Yamama,Arab-D,27938.08,67714.85,ADIPEC-1,ADES,Exploration,Appraisal,26.540407,49.238195,26.549685,49.250125
W-1647,WB-1647,Jade,Offshore-West,FPSO-98,48,Jade-48,53.0,0.3,DF,80.7,MSL,Producing,Completed,Testing,2023-09-22,2014-01-12,Shell,Block 26/21,EPSG:32641,2660.84,51457.11,22.766281,51.898123,3994,3730,2921,Deviated,Shuaiba,Khuff,3508.03,51014.4,Noble-3,Noble,Exploration,Gas Producer,22.772466,51.902507,22.750769,51.881263
W-1648,WB-1648,Nour,Offshore-West,PAD-77,22,Nour-22,29.7,18.8,KB,91.4,MSL,Shut-in,Completed,Drilling,2015-03-28,2004-05-04,ADNOC,Block 98/19,EPSG:32641,73522.85,20015.42,26.956406,51.439882,2376,1966,2151,Horizontal,Mauddud,Arab-C,73615.1,19724.34,Borr-Prospector,ADES,Appraisal,Water Injector,26.962819,51.442738,26.969747,51.448673
W-1649,WB-1649,Pearl,Offshore-East,PAD-7,14,Pearl-14,51.0,1.1,DF,79.4,MSL,Producing,Drilling,Shut-in,2019-07-20,2015-10-28,Kuwait Oil Company,Block 96/28,EPSG:32639,62564.99,31958.94,26.692169,52.775286,5206,3906,4098,Deviated,Mishrif,Mishrif,62834.49,30508.55,Noble-7,KCA Deutag,Development,Water Injector,26.686073,52.775681,26.69553,52.769189
W-1650,WB-1650,Mishrif,Offshore-West,PAD-96,48,Mishrif-48,22.5,8.6,GL,118.4,MSL,Completed,Planned,Producing,2025-09-11,2022-11-25,Saudi Aramco,Block 87/10,EPSG:32639,58075.6,59180.79,26.252468,55.996462,5420,4873,4828,Vertical,Mauddud,Nahr Umr,57177.45,60125.17,GulfDrill-7,ADES,Exploration,Gas Injector,26.245334,56.000098,26.238315,56.016256
W-1651,WB-1651,Bravo,Offshore-East,FPSO-16,29,Bravo-29,25.4,1.6,DF,72.1,MSL,Abandoned,Drilling,Abandoned,2013-02-19,2009-12-11,Shell,Block 23/27,EPSG:32639,74168.41,7222.93,22.216962,54.155591,2777,2396,1809,Deviated,Shuaiba,Thamama,73530.4,6800.51,Ensco-107,Borr Drilling,Appraisal,Oil Producer,22.207483,54.154581,22.208848,54.147687
W-1652,WB-1652,Pearl,Offshore-West,PAD-64,17,Pearl-17,59.9,14.0,DF,29.0,MSL,Suspended,Drilling,Completed,2014-05-27,2003-07-07,PDO Oman,Block 84/16,EPSG:32640,67523.08,14745.3,23.81877,51.182926,2754,2001,2176,Horizontal,Mauddud,Arab-C,66508.77,14986.55,Shelf-4,Shelf Drilling,Exploration,Gas Injector,23.813511,51.177759,23.818064,51.172476
W-1653,WB-1653,Nour,Offshore-South,PLAT-97,16,Nour-16,40.7,-2.8,DF,62.2,MSL,Completed,Drilling,Abandoned,2024-12-07,2020-07-07,TotalEnergies,Block 37/2,EPSG:32640,20588.2,7324.56,23.578675,54.620424,3888,3786,3513,Vertical,Khuff,Nahr Umr,19836.09,6046.45,Ensco-106,ADES,Appraisal,Oil Producer,23.584159,54.610452,23.586322,54.62314
W-1654,WB-1654,Jade,Offshore-West,PAD-45,13,Jade-13,59.2,6.9,DF,10.1,MSL,Testing,Planned,Suspended,2024-01-27,2023-01-11,TotalEnergies,Block 99/14,EPSG:32641,35248.1,81231.73,24.160818,49.365667,6129,4664,5374,Vertical,Khuff,Khuff,34422.76,80256.72,Noble-2,KCA Deutag,Development,Oil Producer,24.155619,49.366866,24.150522,49.379072
W-1655,WB-1655,Rimal,Offshore-South,PLAT-53,24,Rimal-24,14.9,-0.2,DF,61.1,MSL,Shut-in,Completed,Completed,2021-01-01,2016-12-11,Kuwait Oil Company,Block 96/19,EPSG:32641,12611.01,75240.92,22.525856,48.243709,5750,5308,3766,Deviated,Mauddud,Shuaiba,12669.36,76410.0,Shelf-2,Nabors,Appraisal,Gas Injector,22.530438,48.245522,22.527251,48.23141
W-1656,WB-1656,Lulu,Offshore-North,JKT-24,13,Lulu-13,44.2,15.6,GL,63.1,MSL,Producing,Drilling,Abandoned,2007-08-21,2006-02-14,ADNOC,Block 5/17,EPSG:32640,12985.7,75331.29,27.621747,49.635587,1222,1155,929,Vertical,Arab-D,Arab-D,13173.77,75657.35,Noble-2,KCA Deutag,Exploration,Water Injector,27.616785,49.645028,27.629134,49.643963
W-1657,WB-1657,Rimal,Offshore-South,PAD-10,6,Rimal-06,42.5,12.3,GL,36.7,MSL,Completed,Completed,Completed,2027-11-12,2020-01-30,Chevron,Block 95/26,EPSG:32640,67619.57,71632.53,25.322813,50.723292,5230,3948,3470,Vertical,Arab-D,Yamama,68954.41,72983.38,Noble-4,KCA Deutag,Appraisal,Appraisal,25.320719,50.720522,25.320763,50.705748
W-1658,WB-1658,Ghazal,Offshore-East,JKT-52,28,Ghazal-28,41.0,1.0,KB,20.6,MSL,Abandoned,Completed,Suspended,2010-07-27,2007-01-07,TotalEnergies,Block 55/6,EPSG:32641,85860.01,66938.54,23.833146,52.084646,5394,5320,4911,Horizontal,Thamama,Yamama,84946.72,68434.79,Shelf-1,KCA Deutag,Exploration,Water Injector,23.842809,52.082529,23.847667,52.101403
W-1659,WB-1659,Nour,Offshore-West,PAD-52,43,Nour-43,52.2,18.7,GL,66.4,MSL,Shut-in,Drilling,Completed,2005-07-26,1995-11-20,Chevron,Block 3/24,EPSG:32641,96273.26,47699.19,24.381889,52.921033,5088,4923,3580,Vertical,Mauddud,Thamama,96698.29,47314.77,Ensco-103,Borr Drilling,Development,Water Injector,24.376785,52.915069,24.396667,52.904276
W-1660,WB-1660,Alpha,Offshore-West,PLAT-36,46,Alpha-46,46.3,6.1,KB,90.5,MSL,Shut-in,Planned,Drilling,2010-06-17,2002-07-17,ADNOC,Block 94/12,EPSG:32641,62834.71,64227.82,24.683215,55.284846,1340,1009,1079,Horizontal,Arab-C,Nahr Umr,63786.49,63624.23,Ensco-106,Shelf Drilling,Exploration,Water Injector,24.680742,55.276257,24.682043,55.301415
W-1661,WB-1661,Iris,Offshore-East,FPSO-80,35,Iris-35,56.7,3.6,DF,75.5,MSL,Suspended,Planned,Producing,2027-07-27,2025-07-22,ADNOC,Block 46/5,EPSG:32639,18410.13,3836.16,25.603566,52.078832,5803,5332,3878,Vertical,Yamama,Thamama,18590.85,4911.23,Ensco-105,Noble,Appraisal,Gas Injector,25.599588,52.084288,25.622483,52.078464
W-1662,WB-1662,Jade,Offshore-East,FPSO-28,36,Jade-36,35.7,-2.7,GL,114.9,MSL,Abandoned,Planned,Suspended,2007-10-31,1998-05-19,ENI,Block 44/11,EPSG:32640,10565.03,62146.44,25.094077,52.010205,6477,4837,5750,Deviated,Mishrif,Mishrif,9830.04,63642.27,Noble-5,Noble,Exploration,Water Injector,25.086269,52.005199,25.0771,52.008129
